Date,Year,Month,Day,Tair-max,Tair-min,RHmax,RHmin,U3,Rain,Radiation,ET0
1/6/2006,2006,1,6,10.9255,-7.475725,94.1655,37.4025,3.348260625,0,106.25,1.6
1/7/2006,2006,1,7,13.439,-1.508675,92.00475,38.57375,2.033174896,0,76.68,1.4
1/8/2006,2006,1,8,6.98765,-2.260525,94.195,63.74075,6.547123958,0,44.74,1.2
1/9/2006,2006,1,9,0.4410675,-7.636775,95.235,68.7155,3.486805729,0,34.2,0.6
1/10/2006,2006,1,10,6.595275,-9.6349,96.58275,56.34075,3.315228125,0,110.29,1
1/11/2006,2006,1,11,15.7675,-2.621125,88.90025,28.18375,3.332291667,0,89.04,2.3
1/12/2006,2006,1,12,10.29825,-0.111005,89.36025,47.63925,5.404695833,0,70.11,1.8
1/13/2006,2006,1,13,8.12545,-4.369325,93.581,44.35825,4.590445833,0,113.59,1.5
1/14/2006,2006,1,14,14.971,-4.8563,88.29075,27.579,3.49993125,0,110.45,2.4
1/15/2006,2006,1,15,20.9425,-3.2626,88.37825,18.67875,2.457125417,0,113.77,2.7
1/16/2006,2006,1,16,7.720675,-3.78845,86.48475,46.068,7.472847917,0,68.32,1.9
1/17/2006,2006,1,17,4.439875,-7.388975,92.7935,38.58775,3.94740625,0,120.51,1.3
1/18/2006,2006,1,18,16.48775,-6.196525,83.55225,23.1315,3.589342188,0,105.19,2.8
1/19/2006,2006,1,19,6.0143,-1.8563325,94.19,67.03825,3.899041042,0,48.54149438,0.9
1/20/2006,2006,1,20,3.0419,-5.655,97.422,72.768,3.092695833,0,46.96991083,0.6
1/21/2006,2006,1,21,9.9692,-7.8866,94.791,31.146,4.16195,0,129.01077,2
1/22/2006,2006,1,22,2.1359,-8.4695,97.891,65.352,2.834269167,0,101.9478117,0.7
1/23/2006,2006,1,23,10.299,-8.7441,100,24.952,3.705516667,0,118.14009,2
1/24/2006,2006,1,24,12.689,-3.4298,70.614,30.21,4.834270833,0,125.020965,2.6
1/25/2006,2006,1,25,14.485,-6.4731,87.234,30.466,3.73035,0,125.1065667,2.4
1/26/2006,2006,1,26,12.528,-1.0454,82.268,37.961,8.141979167,0.25149,42.23894167,2.9
1/27/2006,2006,1,27,14.794,-2.4445,94.394,35.234,3.10485625,0,127.1120567,2.1
1/28/2006,2006,1,28,9.0581,0.06636,100,87.954,3.463939583,0,23.57797625,0.4
1/29/2006,2006,1,29,8.6135,-3.4745,93.025,45.338,3.981545833,0,117.9819667,1.6
1/30/2006,2006,1,30,7.649,-4.7105,82.798,36.692,3.9477725,0,132.3479333,1.7
1/31/2006,2006,1,31,15.346,-5.8118,93.316,24.632,4.042079167,0,104.8609679,2.8
2/1/2006,2006,2,1,11.347,-5.7157,96.325,33.082,3.6099,0,109.1010667,2
2/2/2006,2006,2,2,14.097,-3.2884,86.266,18.522,4.5015875,0,130.9410054,3
2/3/2006,2006,2,3,3.8696,-7.5042,92.67,46.717,3.737033333,0,135.3093021,1.2
2/4/2006,2006,2,4,2.7393,-10.281,92.097,35.904,2.837065,0,145.1569442,1.2
2/5/2006,2006,2,5,2.3406,-7.5954,80.415,39.44,3.504495833,0,99.53838542,1.3
2/6/2006,2006,2,6,5.3166,-6.539,89.203,53.292,2.766822917,0,95.88143958,1.1
2/7/2006,2006,2,7,7.4944,-7.9228,97.175,46.889,2.343354167,0,119.0716167,1.2
2/8/2006,2006,2,8,-0.39605,-8.9797,82.188,49.404,3.62004875,0,137.6885775,1.1
2/9/2006,2006,2,9,6.1529,-9.0998,79.86,41.477,5.044145833,0,98.33794125,1.7
2/10/2006,2006,2,10,2.0854,-5.729,87.213,43.185,7.269758333,0,109.6867417,1.5
2/11/2006,2006,2,11,-3.6634,-12.786,90.54,62.382,6.686804167,0,84.7698125,0.8
2/12/2006,2006,2,12,-1.5273,-11.406,83.164,47.072,6.275679167,0,134.7774733,1.2
2/13/2006,2006,2,13,16.378,-11.308,85.381,21.358,5.045708333,0,160.7337058,3.7
2/14/2006,2006,2,14,19.821,-4.1991,75.821,13.612,5.038441667,0,162.94263,4.6
2/15/2006,2006,2,15,4.3902,-4.7029,84.128,33.434,6.284266667,0,115.9174417,1.9
2/16/2006,2006,2,16,-5.3023,-16.729,92.246,63.093,6.361483333,0,88.69493208,0.7
2/17/2006,2006,2,17,-13.813,-19.186,90.07,61.474,6.0379125,0,81.1702775,0.4
2/18/2006,2006,2,18,-12.395,-20.217,77.767,52.589,1.9363825,0,126.1144888,0.5
2/19/2006,2006,2,19,-3.7675,-15.949,83.155,49.486,2.702716667,0,135.035135,0.8
2/20/2006,2006,2,20,7.69,-13.165,85.937,27.697,4.003045833,0,172.3843208,2.1
2/21/2006,2006,2,21,9.9313,-10.535,83.998,22.227,3.753104167,0,148.7283375,2.4
2/22/2006,2006,2,22,10.269,-9.0839,86.552,20.677,4.181466667,0,178.79495,2.7
2/23/2006,2006,2,23,13.052,-5.3693,77.932,22.098,2.757491667,0,181.1765796,2.6
2/24/2006,2006,2,24,18.901,-6.0268,71.272,16.224,4.8167375,0,179.1097488,4.5
2/25/2006,2006,2,25,0.7743,-7.2355,80.267,36.717,4.24383125,0,123.6563983,1.5
2/26/2006,2006,2,26,12.13,-12.438,80.025,24.01,4.246766667,0,179.8723442,2.9
2/27/2006,2006,2,27,23.103,-1.3745,75.115,16.135,2.78388375,0,183.9531525,4
2/28/2006,2006,2,28,25.858,-0.066,79.703,10.669,3.001649583,0,150.8318317,4.6
3/1/2006,2006,3,1,21.604,2.9308,66.347,24.289,5.6989025,0,158.2021842,5
3/2/2006,2006,3,2,11.062,-4.3485,81.578,27.828,4.633829167,0,197.0176258,2.8
3/3/2006,2006,3,3,8.8683,-9.2094,87.463,35.037,3.198162917,0,155.3447292,2
3/4/2006,2006,3,4,12.023,2.1278,86.095,54.839,7.243758333,0,123.1566833,2.3
3/5/2006,2006,3,5,15.613,-1.4317,99.073,22.754,3.9515075,0,198.8735008,3.3
3/6/2006,2006,3,6,14.135,-4.0568,84.238,27.433,3.897220833,0,180.2062071,3
3/7/2006,2006,3,7,19.592,2.5167,72.771,29.846,4.171210417,0,129.904865,3.8
3/8/2006,2006,3,8,7.53,2.3191,96.622,60.113,6.6643375,0.7549,35.34790833,1.3
3/9/2006,2006,3,9,11.943,0.57925,100,28.013,2.281900417,0,204.4312408,2.4
3/10/2006,2006,3,10,15.756,-2.8253,91.243,38.37,4.241345833,0,205.5701125,3.1
3/11/2006,2006,3,11,10.508,-0.58958,95.235,40.486,4.044016667,0,207.5841479,2.4
3/12/2006,2006,3,12,4.3396,0.5459,98.284,66.019,5.837008333,0,41.6089375,1
3/13/2006,2006,3,13,3.3469,-5.1588,97.986,54.32,6.1670775,0,185.6010208,1.5
3/14/2006,2006,3,14,12.601,-8.8319,98.14,18.372,3.4318,0,225.1100708,3.1
3/15/2006,2006,3,15,17.982,-4.3382,65.4,23.034,6.651016667,0,132.4097596,4.7
3/16/2006,2006,3,16,5.4757,-2.566,85.141,48.185,8.5685875,0,217.4640833,2.2
3/17/2006,2006,3,17,6.7814,-3.7527,88.683,47.553,4.171358333,0,170.4885125,1.9
3/18/2006,2006,3,18,2.9217,0.38101,98.765,78.397,5.760695833,0.50298,27.80110417,0.6
3/19/2006,2006,3,19,0.0316622,-1.10843,98.765,78.397,7.592833333,0,66.84408333,0.7
3/20/2006,2006,3,20,-1.1609,-2.77031,98.765,78.397,7.749958333,0,96.191375,0.7
3/21/2006,2006,3,21,-1.05389,-5.31828,99.8,78.915,4.829875,0,179.9019583,0.9
3/22/2006,2006,3,22,-1.06681,-8.75777,98.9,80,2.776833333,0,188.972875,0.9
3/23/2006,2006,3,23,-0.182031,-11.9303,93.6,73.8,4.321833333,0,252.025,1.1
3/24/2006,2006,3,24,2.79496,-13.3638,98.2,60.2,2.225416667,0,252.31625,1.4
3/25/2006,2006,3,25,1.03277,-12.4724,97.1,76.1,1.762291667,0,236.6274167,1.2
3/26/2006,2006,3,26,6.14688,-4.08735,99.7,70.1,5.457,0,203.006,1.5
3/27/2006,2006,3,27,4.16337,-0.403212,100,83.4,5.868875,0,105.1916667,0.9
3/28/2006,2006,3,28,10.7558,-3.54415,96.5,69.45,2.734083333,0,238.0754167,2
3/29/2006,2006,3,29,19.6683,3.3077,92.4,65.53,8.158416667,0,190.5609167,3.1
3/30/2006,2006,3,30,21.718,8.4373,96.033,59.643,6.541325,3.04277,117.4972542,3.1
3/31/2006,2006,3,31,15.746,3.968,90.871,52.153,5.72154375,0,238.8964363,3.2
4/1/2006,2006,4,1,21.862,2.2441,98.588,42.268,5.057486667,0.254,232.3072729,4.3
4/2/2006,2006,4,2,18.563,7.5469,98.868,40.562,7.198970833,0.508,126.0165825,3.7
4/3/2006,2006,4,3,11.898,1.9412,98.319,34.347,4.070306667,0.254,271.7878583,3.2
4/4/2006,2006,4,4,18.034,-0.35899,90.18,36.129,5.027133333,0,224.4720625,4
4/5/2006,2006,4,5,24.471,5.4706,93.104,47.612,4.046966667,0,248.9757696,4.4
4/6/2006,2006,4,6,27.794,9.1767,94.817,30.222,5.0896,4.572,190.4085292,5.7
4/7/2006,2006,4,7,10.304,1.9056,100,73.039,8.264408333,2.794,68.32787958,1.3
4/8/2006,2006,4,8,12.192,-1.6312,97.104,39.609,2.404420833,0,279.2541138,2.9
4/9/2006,2006,4,9,20.462,0.65751,90.511,40.318,5.267529167,0,250.3910292,4.4
4/10/2006,2006,4,10,26.313,6.6027,88.15,31.836,7.335495833,0,261.7536625,6.7
4/11/2006,2006,4,11,25.341,8.3402,79.542,27.583,6.573929167,0,218.3078125,6.4
4/12/2006,2006,4,12,26.352,5.0845,90.348,23.753,3.3743625,0,280.1838125,5.6
4/13/2006,2006,4,13,32.626,7.5278,87.119,13.772,3.442870833,0,278.7044125,7.3
4/14/2006,2006,4,14,29.453,10.906,78.763,15.097,3.777309167,0,283.3653792,6.9
4/15/2006,2006,4,15,29.073,11.991,59.967,14.899,7.1129125,0,197.4378063,8.7
4/16/2006,2006,4,16,21.239,11.235,93.657,51.499,5.9779125,0,228.2816496,4.1
4/17/2006,2006,4,17,23.554,8.8806,100,48.189,5.220583333,0,190.1644704,4.1
4/18/2006,2006,4,18,19.694,5.2425,100,27.663,7.112708333,0,217.0032875,4.9
4/19/2006,2006,4,19,18.408,0.72353,80.53,18.985,7.353591667,0,267.2990621,5.6
4/20/2006,2006,4,20,17.539,2.0693,85.901,29.213,4.818466667,0,248.3273083,4.4
4/21/2006,2006,4,21,22.165,2.1621,79.861,26,2.6861125,0,291.4012858,4.8
4/22/2006,2006,4,22,24.608,5.1474,71.097,25.992,3.295367083,0,252.6265583,5.3
4/23/2006,2006,4,23,25.643,8.2817,70.543,33.391,5.961258333,0,247.3813746,6.3
4/24/2006,2006,4,24,16.207,2.6951,99.198,39.767,7.731316667,8.636,71.25915417,3.2
4/25/2006,2006,4,25,6.5104,1.4017,100,77.58,6.690916667,1.016,79.00279625,1
4/26/2006,2006,4,26,15.056,-0.48848,95.886,33.878,2.304775,0,311.0371375,3.6
4/27/2006,2006,4,27,23.956,2.3412,90.356,35.967,6.365783333,0.508,268.5117833,5.8
4/28/2006,2006,4,28,14.269,11.197,100,71.744,3.703879167,27.684,40.0550125,1.1
4/29/2006,2006,4,29,16.11,9.7871,100,66.328,5.105829167,0.254,162.5228067,2.5
4/30/2006,2006,4,30,14.546,6.4945,97.353,62.682,6.0210875,0,132.5489608,2.3
5/1/2006,2006,5,1,20.912,4.781,95.94,43.311,3.007679167,0,234.1635042,3.9
5/2/2006,2006,5,2,26.62,7.9152,95.115,32.424,5.504766667,12.952,294.6250417,6.4
5/3/2006,2006,5,3,14.993,9.595,88.39,51.109,3.7810375,0.254,109.7310442,2.6
5/4/2006,2006,5,4,12.723,7.5668,90.143,56.637,3.660270833,3.81,113.3638258,2.2
5/5/2006,2006,5,5,12.32,7.5793,95.626,63.059,1.969854167,0.254,142.9145429,2
5/6/2006,2006,5,6,14.44,6.5037,100,63.873,3.164462083,0,169.517175,2.3
5/7/2006,2006,5,7,15.039,9.3497,97.076,82.807,6.049433333,0,93.5616875,1.5
5/8/2006,2006,5,8,26.045,10.144,100,45.738,4.899283333,9.394,248.1183625,5.1
5/9/2006,2006,5,9,23.627,9.4916,96.951,33.423,3.867875,0,291.4116125,5.3
5/10/2006,2006,5,10,17.519,7.5211,76.613,27.824,6.989041667,0,260.3763321,5.3
5/11/2006,2006,5,11,17.148,7.4207,70.187,29.756,8.488029167,0,298.0928596,5.7
5/12/2006,2006,5,12,21.154,2.9782,81.62,20.493,5.2958875,0,309.3011025,6
5/13/2006,2006,5,13,22.629,5.2696,69.714,22.056,4.939016667,0,247.9777967,6
5/14/2006,2006,5,14,16.453,5.9993,90.165,46.905,6.7674375,0,205.3138858,3.7
5/15/2006,2006,5,15,19.063,6.6587,92.494,37.443,5.4857375,0,255.7293996,4.6
5/16/2006,2006,5,16,22.381,6.5538,93.641,32.361,4.870104167,0,314.5879204,5.6
5/17/2006,2006,5,17,29.688,7.2348,81.796,18.409,4.9210625,0,311.0219542,8
5/18/2006,2006,5,18,28.918,6.7119,78.931,22.013,3.4949125,0,304.9570833,6.8
5/19/2006,2006,5,19,34.025,12.722,78.113,16.475,5.735525,0,327.3312208,9.9
5/20/2006,2006,5,20,27.396,16.385,64.489,25.045,4.24565,0,294.7801808,7.1
5/21/2006,2006,5,21,29.368,13.142,80.701,29.17,3.346511667,0,307.4193921,6.6
5/22/2006,2006,5,22,29.445,13.886,80.691,40.471,5.7017375,0,271.1305583,6.8
5/23/2006,2006,5,23,32.659,19.392,92.287,32.798,6.812316667,10.148,260.6827,8
5/24/2006,2006,5,24,30.947,15.873,93.289,18.364,5.296929167,0,336.0588417,8.5
5/25/2006,2006,5,25,30.572,13.614,71.579,16.834,4.9883125,0,341.7840792,8.8
5/26/2006,2006,5,26,29.9,13.539,83.249,35.351,4.65765,4.754,239.4305633,6.5
5/27/2006,2006,5,27,33.177,18.439,82.465,39.361,8.315141667,4.1,281.5661542,8.7
5/28/2006,2006,5,28,35.082,21.408,78.329,26.194,9.824420833,0,325.3571167,11.5
5/29/2006,2006,5,29,29.203,17.31,83.564,26.673,5.784354167,0,332.2253333,8.1
5/30/2006,2006,5,30,22.4,14.665,93.895,37.734,3.693043333,14.2,121.2730833,3.7
5/31/2006,2006,5,31,27.055,16.194,89.135,41.408,2.48045125,0.2,300.8849129,5.5
6/1/2006,2006,6,1,27.221,15.634,85.799,24.863,3.65443,0,314.8620754,6.6
6/2/2006,2006,6,2,29.271,12.261,90.062,21.733,2.100670833,0,336.0985304,6.3
6/3/2006,2006,6,3,30.659,15.537,82.294,28.197,5.15725,0.508,214.4842875,7.1
6/4/2006,2006,6,4,29.115,18.265,80.483,39.579,4.314679167,0,274.3556638,6.5
6/5/2006,2006,6,5,29.718,16.812,96.705,50.224,3.855808333,1.5,185.3794646,4.7
6/6/2006,2006,6,6,31.944,18.634,95.401,21.759,3.793216667,0,349.2358738,7.9
6/7/2006,2006,6,7,33.715,14.734,75.383,19.776,2.90935375,0,310.18132,7.5
6/8/2006,2006,6,8,33.627,19.549,83.056,25.237,4.5952325,0,286.2084671,8.2
6/9/2006,2006,6,9,37.485,18.462,66.402,19.227,5.712558333,0,329.4982583,11
6/10/2006,2006,6,10,28.542,16.538,81.52,45.776,4.90503125,5.3,294.7038167,6.4
6/11/2006,2006,6,11,25.501,13.268,96.082,49.694,3.6326,0,276.800345,5
6/12/2006,2006,6,12,24.343,11.352,99.276,55.033,2.545799583,0,210.7772925,3.8
6/13/2006,2006,6,13,31.04,12.445,100,37.34,2.99314375,0,316.7639017,6.4
6/14/2006,2006,6,14,34.019,15.207,90.187,28.827,5.8227,0,312.2669542,8.8
6/15/2006,2006,6,15,32.38,21.653,73.144,30.73,6.936991667,0,244.755475,8.7
6/16/2006,2006,6,16,30.343,17.572,98.054,50.189,4.087395833,33.708,205.85616,5.1
6/17/2006,2006,6,17,23.596,16.115,100,67.629,2.904341667,0.754,188.5182292,3.3
6/18/2006,2006,6,18,28.62,13.915,97.956,45.653,2.3708625,0,283.3466063,5.3
6/19/2006,2006,6,19,29.465,15.021,95.025,59.654,3.0946,1,339.1101771,5.8
6/20/2006,2006,6,20,34.823,21.331,84.813,38.45,4.580645833,2.794,269.8916546,7.5
6/21/2006,2006,6,21,27.469,19.013,93.638,56.885,3.724261667,1.6,296.3918154,5.4
6/22/2006,2006,6,22,27.792,17.576,93.597,38.992,2.4328175,0,300.3505863,5.7
6/23/2006,2006,6,23,28.422,15.128,98.283,40.49,1.42947875,0,332.8708558,5.6
6/24/2006,2006,6,24,26.34,16.092,97.304,56.674,2.6946425,7.008,271.5596925,4.7
6/25/2006,2006,6,25,22.735,13.944,98.998,51.725,3.94166875,0,307.1558113,4.9
6/26/2006,2006,6,26,25.245,11.633,97.064,40.655,2.327389167,0,339.3542292,5.5
6/27/2006,2006,6,27,27.458,13.449,92.247,41.016,1.8248575,0,274.9207583,5
6/28/2006,2006,6,28,30.662,13.46,94.889,42.837,2.543165,0,335.5793542,6.2
6/29/2006,2006,6,29,33.556,16.453,94.488,33.605,2.049011667,0,333.6791396,6.6
6/30/2006,2006,6,30,34.226,16.793,80.566,33.095,2.53765,0,318.4482417,7
7/1/2006,2006,7,1,33.536,17.494,84.693,44.034,2.526620833,0,294.5267113,6.3
7/2/2006,2006,7,2,29.986,19.317,92.96,54.642,2.054695,0,305.5743221,5.6
7/3/2006,2006,7,3,26.876,19.688,97.759,73.002,1.289559583,3.556,145.4326517,2.8
7/4/2006,2006,7,4,26.963,16.826,100,53.962,2.346570833,0,305.6486054,5.2
7/5/2006,2006,7,5,24.958,14.25,96.003,50.808,1.706595,0,279.5790046,4.6
7/6/2006,2006,7,6,27.701,9.795,99.225,32.269,2.158518333,0,318.3076783,5.6
7/7/2006,2006,7,7,30.439,17.231,77.399,38.509,3.656029167,0,259.7208,6.3
7/8/2006,2006,7,8,25.709,16.845,98.345,51.615,2.00645125,13.204,186.1569671,3.7
7/9/2006,2006,7,9,27.368,15.821,100,67.148,1.140874583,0,256.8148833,4.2
7/10/2006,2006,7,10,23.23,19.928,99.784,86.53,1.336913333,24.126,95.61122,1.8
7/11/2006,2006,7,11,27.52,19.026,100,66.634,1.115512917,0,303.4212292,5
7/12/2006,2006,7,12,28.883,16.034,100,64.777,1.047705417,0,302.1226713,4.9
7/13/2006,2006,7,13,33.807,19.707,99.581,49.16,2.039074583,10.412,295.4380292,5.9
7/14/2006,2006,7,14,31.746,17.614,100,59.244,0.927237083,0,325.3473021,5.5
7/15/2006,2006,7,15,33.178,18.716,99.663,41.389,1.498170417,0,327.7267354,6.1
7/16/2006,2006,7,16,35.16,19.334,94.614,39.473,1.926254167,0,331.5865225,6.7
7/17/2006,2006,7,17,30.991,20.452,85.018,60.114,2.08378,0,309.4781854,5.7
7/18/2006,2006,7,18,30.385,17.201,91.537,59.32,1.682342917,0,306.6271617,5.3
7/19/2006,2006,7,19,37.7,21.613,97.649,28.837,1.712769167,0,306.4604938,6.7
7/20/2006,2006,7,20,28.877,22.981,98.84,49.899,2.201862083,0,134.2984771,3.4
7/21/2006,2006,7,21,25.094,15.626,99.556,64.674,1.88479625,32.512,276.6696217,4.3
7/22/2006,2006,7,22,26.171,16.176,98.911,55.883,0.93638375,0,323.6686867,5
7/23/2006,2006,7,23,29.194,15.467,95.303,45.27,1.4145725,0,309.6731333,5.3
7/24/2006,2006,7,24,31.382,15.59,91.204,45.862,1.871678333,0,306.5060646,5.7
7/25/2006,2006,7,25,32.607,21.19,90.678,51.259,1.8804475,0,246.6480488,5.1
7/26/2006,2006,7,26,31.659,18.895,99.384,54.272,1.05955375,0,296.8133825,5.2
7/27/2006,2006,7,27,30.951,20.749,95.248,52.472,1.171283333,0,282.4464758,5.1
7/28/2006,2006,7,28,31.708,18.383,99.103,56.066,1.528562083,0,311.1572079,5.5
7/29/2006,2006,7,29,34.471,20.516,97.623,43.579,1.681042083,0,297.4295725,5.9
7/30/2006,2006,7,30,34.756,21.01,87.323,37.683,2.570658333,0,298.406635,6.7
7/31/2006,2006,7,31,35.819,23.189,63.026,34.387,3.448625,0,291.4979583,7.8
8/1/2006,2006,8,1,35.83,22.864,88.956,34.99,2.344559583,13.464,222.5029333,5.8
8/2/2006,2006,8,2,24.047,18.554,99.915,76.661,1.478761667,4.572,113.2790392,2.2
8/3/2006,2006,8,3,27.357,15.321,100,49.711,0.688763333,0,320.8534458,4.9
8/4/2006,2006,8,4,28.719,13.406,99.484,47.197,1.689173333,0,304.0016333,5.1
8/5/2006,2006,8,5,34.987,19.32,86.89,39.237,2.348404167,0,293.6484483,6.4
8/6/2006,2006,8,6,28.013,21.424,95.063,73.766,1.748750417,2.286,175.9432958,3.3
8/7/2006,2006,8,7,26.074,19.784,99.686,81.47,2.00036375,6.604,142.2212763,2.6
8/8/2006,2006,8,8,30.426,17.675,100,71.534,2.3026625,20.064,158.8853138,3.2
8/9/2006,2006,8,9,34.469,20.481,95.684,60.08,1.174062917,0,296.4685038,5.4
8/10/2006,2006,8,10,29.389,21.297,98.458,67.887,1.204364167,0,209.8346271,3.8
8/11/2006,2006,8,11,30.158,18.323,100,59.896,1.689658333,0,288.9793804,5
8/12/2006,2006,8,12,31.752,20.007,99.528,53.243,2.369058333,0,289.0373458,5.5
8/13/2006,2006,8,13,25.993,20.306,99.141,78.66,1.37449125,12.7,67.79796208,1.5
8/14/2006,2006,8,14,25.22,14.454,99.347,46.806,1.594992083,0,304.1314117,4.7
8/15/2006,2006,8,15,26.958,11.876,96.57,38.852,1.2306075,0,292.0234179,4.6
8/16/2006,2006,8,16,28.359,15.116,99.721,64.701,1.562407083,46.99,161.49699,3.1
8/17/2006,2006,8,17,29.753,20.106,100,72.706,1.248887917,3.302,241.9020046,4.1
8/18/2006,2006,8,18,29.994,19.922,100,66.646,1.153856667,4.318,231.8719833,4
8/19/2006,2006,8,19,23.49,16.527,99.617,72.077,1.655789583,1.778,163.1388846,2.7
8/20/2006,2006,8,20,23.804,13.268,100,68.654,0.5652925,0,220.6006325,3.2
8/21/2006,2006,8,21,28.681,15.274,100,54.056,0.785015833,0,263.7948092,4.2
8/22/2006,2006,8,22,28.689,15.598,100,58.805,1.0743625,0,274.6297954,4.3
8/23/2006,2006,8,23,30.829,16.726,99.571,54.113,2.00072125,0,271.0864329,4.8
8/24/2006,2006,8,24,31.594,19.375,99.691,62.199,1.801390417,0,244.1546883,4.5
8/25/2006,2006,8,25,24.733,17.173,97.86,67.948,2.4541525,2.794,190.5861146,3.2
8/26/2006,2006,8,26,23.548,16.179,99.098,69.868,1.72452625,0,159.1583388,2.7
8/27/2006,2006,8,27,23.625,14.424,100,67.595,1.422694583,0,193.2015817,3
8/28/2006,2006,8,28,18.65,13.897,100,79.114,1.832967917,0,95.49827125,1.6
8/29/2006,2006,8,29,23.854,12.625,100,54.071,1.3336575,0,256.6923488,3.7
8/30/2006,2006,8,30,26.239,11.248,100,45.571,1.4257225,0,262.7170633,4
8/31/2006,2006,8,31,27.368,15.436,93.622,50.102,2.482991667,0,258.5613438,4.5
9/1/2006,2006,9,1,24.769,13.63,98.69,60.534,1.436250833,2.286,154.1498083,2.7
9/2/2006,2006,9,2,20.456,10.607,98.753,51.29,2.18602125,1.524,205.9243029,3.1
9/3/2006,2006,9,3,23.226,7.7709,100,44.839,1.354132083,0,167.2890663,2.8
9/4/2006,2006,9,4,21.525,8.0793,100,47.649,1.3424425,0,253.0714821,3.4
9/5/2006,2006,9,5,24.97,9.1196,98.573,43.162,1.061324167,0,250.8297333,3.6
9/6/2006,2006,9,6,26.297,9.2122,99.98,39.591,0.84045625,0,259.5450592,3.6
9/7/2006,2006,9,7,27.562,9.6492,99.316,34.041,1.285520833,0,244.1054613,3.9
9/8/2006,2006,9,8,26.085,12.323,95.707,50.493,0.992097917,0.254,119.7404708,2.4
9/9/2006,2006,9,9,16.433,14.907,100,92.267,1.671602083,38.354,19.35098875,0.4
9/10/2006,2006,9,10,21.177,15.136,100,80.627,1.790384167,2.794,67.1032,1.4
9/11/2006,2006,9,11,16.8,14.042,100,85.608,2.3831375,0.508,68.2110125,1.2
9/12/2006,2006,9,12,23.132,12.646,98.181,43.699,1.225984583,0,238.6548492,3.4
9/13/2006,2006,9,13,27.968,9.6013,100,41.618,1.26842875,0,238.7518379,3.7
9/14/2006,2006,9,14,29.344,13.741,90.743,40.84,2.919341667,0,227.1887204,4.7
9/15/2006,2006,9,15,30.236,15.953,82.522,46.4,4.181325,6.604,176.492075,4.9
9/16/2006,2006,9,16,32.655,20.471,86.678,31.606,3.940019167,0.508,228.4442521,6.1
9/17/2006,2006,9,17,20.457,6.8941,85.588,29.795,2.421940417,0,244.2279771,3.8
9/18/2006,2006,9,18,14.857,6.1171,85.738,45.502,2.844015833,0,189.5377938,2.7
9/19/2006,2006,9,19,18.77,2.2397,97.848,42.012,1.320844583,0,234.1747842,2.8
9/20/2006,2006,9,20,22.063,5.8843,90.399,44.417,3.024265,0,225.3642804,3.6
9/21/2006,2006,9,21,19.475,12.278,100,59.083,3.457745833,17.018,26.03700125,1.5
9/22/2006,2006,9,22,20.533,8.352,100,45.831,2.494885833,0.254,192.9402333,3
9/23/2006,2006,9,23,15.208,6.4927,97.319,69.237,2.770870833,0,71.62855,1.5
9/24/2006,2006,9,24,18.915,7.1172,94.206,41.019,2.120874167,0,220.8226167,3
9/25/2006,2006,9,25,24.304,5.7595,92.776,32.534,1.77098875,0,226.4314171,3.5
9/26/2006,2006,9,26,28.479,6.1357,100,22.595,1.535622083,0,218.9176213,3.8
9/27/2006,2006,9,27,17.221,7.6307,90.088,54.822,3.000625,5.842,105.6968942,2.2
9/28/2006,2006,9,28,17.9262,3.7274,96.928,37.84,1.679283333,0,216.2779345,2.7
9/29/2006,2006,9,29,26.006,6.37998,87.2,29.13,1.522,0,160.8647815,3.1
9/30/2006,2006,9,30,30.3758,9.05324,90.9,24.07,1.080541667,0,203.7243094,3.3
10/1/2006,2006,10,1,33.163,11.5315,79.7,28.25,1.844958333,0,202.1017406,4.3
10/2/2006,2006,10,2,35.0899,11.6701,95.8,18.35,0.629166667,0,198.7182118,3.1
10/3/2006,2006,10,3,32.8661,9.24588,98.8,31.57,0.988875,0,157.3933595,3
10/4/2006,2006,10,4,17.6819,12.187,90.4,76.6,2.839582917,0,47.91296492,1.3
10/5/2006,2006,10,5,21.903,10.571,92.329,45.871,1.170621667,0,193.8072965,2.5
10/6/2006,2006,10,6,24.836,10.928,94.97,49.744,4.572116667,0,181.515247,3.7
10/7/2006,2006,10,7,29.057,15.117,86.27,40.533,6.151991667,0,182.6382806,5.5
10/8/2006,2006,10,8,20.347,9.5859,76.845,49.414,5.839595833,1.27,83.13857063,3.4
10/9/2006,2006,10,9,9.0611,6.98,96.766,73.234,4.491529167,5.588,34.19025754,0.9
10/10/2006,2006,10,10,7.2254,2.7464,100,90.52,2.6888125,6.858,29.73995542,0.4
10/11/2006,2006,10,11,7.1973,2.4033,100,47.278,4.327233333,0.508,119.7134746,1.6
10/12/2006,2006,10,12,9.5102,-1.7677,76.492,27.61,4.5443375,0,201.5340503,2.7
10/13/2006,2006,10,13,11.944,-2.8681,79.542,19.972,3.484845833,0,198.4647624,2.8
10/14/2006,2006,10,14,13.613,-2.1248,77.032,26.339,2.074666667,0,136.6776381,2.2
10/15/2006,2006,10,15,16.692,9.5291,100,44.295,3.803279167,0,56.86947888,2.1
10/16/2006,2006,10,16,14.603,12.027,100,99.026,4.107995833,0.254,25.99219075,0.3
10/17/2006,2006,10,17,13.315,5.3501,100,63.492,4.289482917,0.254,106.0597242,1.6
10/18/2006,2006,10,18,4.8821,-2.2468,99.609,71.065,4.8318475,4.572,58.28306754,0.9
